evaluation_id,score,is_best,q_speed,desired_speed,beta_2,beta_3,running_destination,terminal_position_weight,terminal_speed_weight,terminal_heading_weight,v_min,neighbor_repulsion,neighbor_repulsion_epsilon,neighbor_proximity_speed,neighbor_proximity_epsilon,neighbor_activation_distance
0,3.1812234338989867,False,81.44886973076099,4.777013992694185,0.13271517125308802,1.1081730712359128,15.667221412847118,1259.7314212652286,43.38022121585965,93.0870647820965,1.0,102.53037293417606,1.0,280.52172713633047,2.0,21.132924636552175
1,3.3456128124626723,False,1.019096946938244,13.00365987222597,0.12611209081195615,93.17902534721166,0.29791286020318697,968.7251877735238,28.932608601278403,6.440408321893596,1.0,36.602213710926755,1.0,8.49590134363889,2.0,6.609948806490843
2,2.797615332823467,True,102.77162986056999,10.0606531620395,7.017062333532991,10.85261034560238,49.14051512236297,1806.8892551897702,70.83652578326586,56.960012467639054,1.0,352.0009259982839,1.0,116.67642719373113,2.0,6.837026605470635
3,3.5448191120741432,False,146.03771214247203,8.354960514660162,0.8525613229431759,20.476468637538495,25.15944079922486,1410.1397256901162,9.240138983499534,34.87722071545318,1.0,15.509050956764119,1.0,178.29000905990904,2.0,11.0961357356498
4,9.705335742307069,False,101.71728585261071,13.044541920894984,4.517886493357941,1.1157435651196488,0.4649083368364985,255.5236437110383,2.6642334756631034,1.5648665669703226,1.0,4587.668329176744,1.0,0.03240204027944449,2.0,4.551597939455554
5,5.626327693844474,False,19.89628895094882,2.609629299834677,6.285281015031116,2.0898686190801956,1.3336703540688515,10.124081211001009,1.5845696593452292,133.6482762079448,1.0,21.72360553395413,1.0,155.22679034005327,2.0,12.06896281486723
