step,time_s,through_southbound_active,through_southbound_x_m,through_southbound_y_m,through_southbound_speed_mps,through_southbound_heading_rad,through_southbound_kappa_radpm,through_southbound_a_mps2,through_southbound_distance_to_destination_m,left_turn_northbound_active,left_turn_northbound_x_m,left_turn_northbound_y_m,left_turn_northbound_speed_mps,left_turn_northbound_heading_rad,left_turn_northbound_kappa_radpm,left_turn_northbound_a_mps2,left_turn_northbound_distance_to_destination_m,follower_southbound_active,follower_southbound_x_m,follower_southbound_y_m,follower_southbound_speed_mps,follower_southbound_heading_rad,follower_southbound_kappa_radpm,follower_southbound_a_mps2,follower_southbound_distance_to_destination_m,follower_left_turn_active,follower_left_turn_x_m,follower_left_turn_y_m,follower_left_turn_speed_mps,follower_left_turn_heading_rad,follower_left_turn_kappa_radpm,follower_left_turn_a_mps2,follower_left_turn_distance_to_destination_m,right_turn_southbound_active,right_turn_southbound_x_m,right_turn_southbound_y_m,right_turn_southbound_speed_mps,right_turn_southbound_heading_rad,right_turn_southbound_kappa_radpm,right_turn_southbound_a_mps2,right_turn_southbound_distance_to_destination_m,right_turn_northbound_active,right_turn_northbound_x_m,right_turn_northbound_y_m,right_turn_northbound_speed_mps,right_turn_northbound_heading_rad,right_turn_northbound_kappa_radpm,right_turn_northbound_a_mps2,right_turn_northbound_distance_to_destination_m,distance_through_southbound_to_left_turn_northbound_m,distance_through_southbound_to_follower_southbound_m,distance_through_southbound_to_follower_left_turn_m,distance_through_southbound_to_right_turn_southbound_m,distance_through_southbound_to_right_turn_northbound_m,distance_left_turn_northbound_to_follower_southbound_m,distance_left_turn_northbound_to_follower_left_turn_m,distance_left_turn_northbound_to_right_turn_southbound_m,distance_left_turn_northbound_to_right_turn_northbound_m,distance_follower_southbound_to_follower_left_turn_m,distance_follower_southbound_to_right_turn_southbound_m,distance_follower_southbound_to_right_turn_northbound_m,distance_follower_left_turn_to_right_turn_southbound_m,distance_follower_left_turn_to_right_turn_northbound_m,distance_right_turn_southbound_to_right_turn_northbound_m
0,0.0,True,5.5,34.0,6.0,-1.5707963267948966,0.0005866707681384315,2.321877506739392,62.0,True,16.5,-7.0,6.0,1.5707963267948966,0.04132472589682981,2.5379750327845785,40.91760012512953,True,5.5,46.0,6.0,-1.5707963267948966,-0.004210136903635958,1.9596484766727007,66.0,True,16.5,-15.0,6.0,1.5707963267948966,0.023725013668613834,-3.0043909734130203,41.379342672401165,True,5.5,55.0,6.0,-1.5707963267948966,-0.020144959431502737,0.9624896183333935,41.620307543313515,True,16.5,-23.0,6.0,1.5707963267948966,-0.03852112010919603,-2.1026510537369285,40.67247226319049,42.44997055358225,12.0,50.21951811795888,21.0,58.05170109479997,54.12947441089743,8.0,62.96824596572466,16.0,61.98386886924694,9.0,69.87131027825369,70.8590149522275,8.0,78.77182237323191
1,0.1,True,5.5,33.4,6.23218775067394,-1.5704443243340136,0.0009104266254200744,1.938512994319446,61.4,True,16.5,-6.4,6.253797503278458,1.5955911623329944,0.030451609573478026,2.0787256676232615,40.598152667332045,True,5.5,45.4,6.19596484766727,-1.573322408937078,-0.0014333780584990091,1.6405853428087882,65.4,True,16.5,-14.4,5.699560902658698,1.585031334996065,0.021933914985115172,-2.146517912777971,40.94642841567504,True,5.5,54.4,6.096248961833339,-1.5828833024537983,-0.01516619029389096,0.8940877039803978,41.0440007796511,True,16.5,-22.4,5.789734894626307,1.5476836547293789,-0.03543899167349913,-1.7401993962619124,40.11246688998322,41.29213000076407,12.0,49.0493628908674,21.0,56.87389559367285,52.955075299729295,8.0,61.78705366013175,15.999999999999998,60.80328938470352,9.0,68.6865343426206,69.67381143586161,7.999999999999998,77.58376118750624
2,0.2,True,5.500219374537962,32.776781263542794,6.426039050105884,-1.5698769293677306,0.0010395672622911202,1.6110810940266833,60.77678126393871,True,16.484495400718643,-5.774812476515052,6.461670070040784,1.6146349823251371,0.022910157361989036,1.6623375683413997,40.25882830481472,True,5.498434850049034,44.78040549208299,6.360023381948149,-1.574210524943466,-0.00013326028876857842,1.3682997027618127,64.78040551099068,True,16.491886944386028,-13.830101655415845,5.484909111380901,1.5975327034252051,0.018974207718996064,-1.4266350294495675,40.533472379174306,True,5.49263165813479,53.7904196348432,6.1856577322313795,-1.5921289896372082,-0.01104322122668652,0.8235215494860637,40.45710367632353,True,16.513380433027564,-21.821181146201567,5.615714955000116,1.527165418057136,-0.0313727888551649,-1.4320083882574912,39.56844105445119,40.08590400275133,12.003624361188786,47.88547056662979,21.013639741206873,55.697641025415884,51.735129170375494,8.055292570145047,60.57093316942965,16.046394667606442,59.63260464743675,9.010016011627023,67.50629873525064,68.50925861822256,7.991108396093134,76.4105429651654
3,0.30000000000000004,True,5.500810182831681,32.13417763012604,6.587147159508553,-1.5692088993854612,0.00108773700353133,1.3313619752045864,60.134177635583804,True,16.456177380310457,-5.129266280909524,6.627903826874924,1.629438770137726,0.0176071805666222,1.287195620227281,39.905081389106066,True,5.496263416262133,44.14440686074438,6.4968533522243295,-1.5742952787987112,0.00044936563287233133,1.135967335957236,64.14440696957739,True,16.47722403187757,-13.281806772530858,5.342245608435944,1.6079398839051207,0.015203246431372504,-0.8294705920985317,40.13493344806389,True,5.479437003878013,53.17199460551289,6.268009887179986,-1.5989599483141677,-0.007648889182901369,0.7518889715060484,39.86074066157463,True,16.537874534579764,-21.260144085440633,5.4725141161743664,1.5095473541017348,-0.026515960807316687,-1.168048278724449,39.037816563871395,38.840498484732244,12.010230091263262,46.72358398333652,21.037827832327505,54.52311785811651,50.477862266243875,8.152567658662369,59.325591865891155,16.131084686707528,58.466670063346896,9.027603426028877,66.33002683973726,67.35769471341581,7.9785678390326655,75.24913495004293
4,0.4,True,5.501855844187615,31.47546374413111,6.720283357029012,-1.5684923910141508,0.0011021797271526066,1.0923328323444876,59.47546377308554,True,16.417332006241743,-4.467615218568887,6.756623388897652,1.6411086400835253,0.013874134471965156,0.9500200338726723,39.541633561679355,True,5.493990203094979,43.49472550245789,6.6104500858200534,-1.5740033325368812,0.0006790920190802607,0.9377572763116102,63.49472578687253,True,16.45738559378967,-12.747950689131255,5.2592985492260915,1.6160618315533175,0.011069530383875214,-0.3406853955705334,39.7463402375626,True,5.461786351665362,52.545442186369584,6.343198784330591,-1.6037542796166047,-0.004871178457305578,0.6804231736832312,39.25599031155937,True,16.571372168134324,-20.713918842465244,5.355709288301922,1.495036457119538,-0.021091990077238876,-0.9396824223479965,38.51842805978306,37.56397935740114,12.019264332041557,45.56022405816826,21.070016542960403,53.35040624415384,49.190502371781456,8.280432343478736,58.056116777203734,16.247033877336,57.301262321912716,9.05077397687537,65.15718225807657,66.21276580756847,7.9667836395287,74.09694241577483
5,0.5,True,5.503404152946147,30.80343719203097,6.829516640263461,-1.567751695006467,0.0011005564942059133,0.8879942443136108,58.803437290564815,True,16.369863759185996,-3.7936223686695407,6.8516253922849195,1.6504828702309244,0.01128767260293734,0.6467471615764698,39.172538551403115,True,5.491870231590695,42.83368389325919,6.704225813451214,-1.5735544221473003,0.0007370034986623607,0.7686877806895248,62.83368441919632,True,16.433587242384057,-12.2225595483901,5.225230009669038,1.6218836280621705,0.007003961088066524,0.05271919566203032,39.36415414861483,True,5.440884251587396,51.91146678433283,6.411241101698914,-1.6068441649434684,-0.00261229779445659,0.6103424556375657,38.643889719192686,True,16.611908149488382,-20.179884148813514,5.261741046067122,1.483740200402994,-0.015337581207536734,-0.7395558017655928,38.008439007971624,36.26343164429838,12.030252230263269,44.39262661608748,21.108122180988932,52.179477919820194,47.8793946539647,8.429178053759838,56.76706395984781,16.38804932303671,56.132977054940135,9.077926073042574,63.98722529293178,65.06929270162898,7.959322404728568,72.95172824747564
6,0.6000000000000001,True,5.505483486079905,30.120488693408948,6.918316064694822,-1.5670000681173941,0.0010859317844027316,0.7132226725028061,58.12048895208381,True,16.315323289032804,-3.1106340508503387,6.916300108442567,1.658216760653533,0.009571454417243943,0.37304771267968045,38.80124325527028,True,5.490021144529305,42.163263861894904,6.781094591520167,-1.5730603183592669,0.000715161364585385,0.6245024333968012,62.16326466283061,True,16.40690456252559,-11.700718268751329,5.230501929235241,1.6255433588285624,0.003340439554136462,0.3622324817760223,38.985645857054465,True,5.417778118387435,51.270759182341344,6.47227534726267,-1.6085189720424382,-0.0007879668092535525,0.5427294442223874,38.02543397285724,True,16.65765699105648,-19.65570266129812,5.187785465890563,1.4756699623442857,-0.009488861711774868,-0.5615087074183756,37.506273207751484,34.94510202316673,12.042785094931661,43.21868037385937,21.150452335269964,51.010197016533034,46.55011276821432,8.590572390724976,55.46253168337415,16.548609841553628,54.95913858979869,9.107781841193821,62.8195886041631,63.92314035135265,7.958935448040595,71.81154410489664
7,0.7000000000000001,True,5.508109851510979,29.42866207212673,6.989638331945103,-1.5662487861864745,0.0010531395919335957,0.563645369111389,57.42866264474751,True,16.254937676533523,-2.4216451904879137,6.953604879710535,1.6648366657759266,0.008540202248790492,0.12464168143293948,38.43064501626855,True,5.488485911745578,41.48515614062067,6.843544834859847,-1.5725753606731214,0.000660948567454565,0.5015640555792271,61.485157218720126,True,16.378283419253513,-11.178451732895224,5.266725177412844,1.6272905763818029,0.00028245077223475293,0.5979378484199497,38.60878533384602,True,5.393368773736366,50.62399209474215,6.526548291684909,-1.6090289658578376,0.0006735110205567171,0.4784595651561369,37.40157302548386,True,16.706932114311957,-19.139269565312578,5.131634595148726,1.4707473444566665,-0.0037706715095295706,-0.40050081873905763,37.0105595207363,33.614526339421204,12.056510039088483,42.03686911470516,21.195640596181835,49.84232742973371,45.20756227372743,8.757675204835735,54.146221604340965,16.723733545758087,53.77772107490212,9.139330930997442,61.65366596865182,62.7710953611419,7.967598792967537,70.6746729239724
8,0.8,True,5.511288406970736,28.72970546624969,7.046002868856242,-1.5655126797004077,0.0009917042172164663,0.4355347653315702,56.72970658936614,True,16.189642081115636,-1.7293571771218255,6.9660690478538285,1.6707751849790171,0.00806663676467131,-0.10250530137474552,38.06314513009284,True,5.4872684225769595,40.8008027401122,6.893701240417769,-1.5721230375576303,0.000598740286599018,0.39676400788053456,60.80080407309676,True,16.34854527518908,-10.652619455708338,5.326518962254839,1.6274393354411536,-0.0020902599597538733,0.7687945819339461,38.232144906594385,True,5.368422135817689,49.97181421157414,6.574394248200523,-1.608589395637773,0.001832448030989977,0.4181760677603189,36.77320778919088,True,16.758187986083275,-18.628672295646716,5.09158451327482,1.4688123736201422,0.0016116446766615835,-0.2525370824693525,36.52008775739373,32.27664378932472,12.071121172231736,40.846219564194946,21.242589171746996,48.6755451369692,43.85607488720898,8.924677020348227,52.82149111931457,16.908876246553447,52.587279740736214,9.171781498136713,60.48880996376869,61.610754431629,7.9865653478875265,69.5395823625025
9,0.9,True,5.515011248907541,28.025115014478438,7.089556345389399,-1.5648139246244512,0.0008876087917673369,0.32572007642581036,56.025117025519286,True,16.12011208772527,-1.0362289351537122,6.955818517716354,1.6763944598476828,0.008061228344302947,-0.31205910341593734,37.70069876460644,True,5.4863538280821915,40.111433222771694,6.933377641205823,-1.5717102838919887,0.0005408605919460807,0.30744485928616266,60.111434771711686,True,16.318390400233355,-10.120821819319263,5.403398420448233,1.6263259545099864,-0.0037917841429493003,0.8829529293851711,37.854813745916324,True,5.343581396765375,49.31484424651405,6.616211854976555,-1.6073846720582663,0.0027391321087187784,0.36229680235983147,36.14118667901705,True,16.81002401319821,-18.122159359137548,5.066330805027885,1.4696329561278014,0.006478691714178227,-0.11459095943556191,36.03377386727783,30.935899469068517,12.086352182519319,39.64625452694599,21.29041941737168,47.50945427448398,42.499493123886715,9.0867564158088,51.491399129163916,17.099853710430573,51.38688999067848,9.204518370837576,59.32433574391778,60.44042383497862,8.0164272612868,68.40488843339058
