step,time_s,through_southbound_active,through_southbound_x_m,through_southbound_y_m,through_southbound_speed_mps,through_southbound_heading_rad,through_southbound_kappa_radpm,through_southbound_a_mps2,through_southbound_distance_to_destination_m,left_turn_northbound_active,left_turn_northbound_x_m,left_turn_northbound_y_m,left_turn_northbound_speed_mps,left_turn_northbound_heading_rad,left_turn_northbound_kappa_radpm,left_turn_northbound_a_mps2,left_turn_northbound_distance_to_destination_m,follower_southbound_active,follower_southbound_x_m,follower_southbound_y_m,follower_southbound_speed_mps,follower_southbound_heading_rad,follower_southbound_kappa_radpm,follower_southbound_a_mps2,follower_southbound_distance_to_destination_m,follower_left_turn_active,follower_left_turn_x_m,follower_left_turn_y_m,follower_left_turn_speed_mps,follower_left_turn_heading_rad,follower_left_turn_kappa_radpm,follower_left_turn_a_mps2,follower_left_turn_distance_to_destination_m,distance_through_southbound_to_left_turn_northbound_m,distance_through_southbound_to_follower_southbound_m,distance_through_southbound_to_follower_left_turn_m,distance_left_turn_northbound_to_follower_southbound_m,distance_left_turn_northbound_to_follower_left_turn_m,distance_follower_southbound_to_follower_left_turn_m
19,1.9000000000000001,True,4.568123330359334,25.93910221443232,6.365737690210768,-1.5545098208835133,0.001166925515786471,-0.1489566628382114,53.93914523318957,True,6.813593332193848,9.887034757274487,10.480640127658715,2.551327536614076,0.054937985905230836,-2.376947297205299,23.379530668942834,True,4.507289750428393,34.004550359283236,6.301661588477581,-1.56920072972808,0.0005563168073744203,-0.17418183618342908,54.004550851283085,True,13.508170670939718,-1.5505283678803816,7.163864493205519,1.5708638018849657,0.00014503892841124873,-0.7453776999861406,28.749853522236315,16.20836219913302,8.065677559990002,28.906819887421726,24.227537948054064,13.252743715410487,36.67668851791322
20,2.0,True,4.578490434484474,25.302612869228682,6.350842023926947,-1.5537669867097623,9.942743023901642e-05,-0.15492771915108364,53.302670659500436,True,5.942868930519483,10.470367587812696,10.242945397938184,2.608906062575187,0.05143453128229982,-2.405728983301482,22.405514202791572,True,4.508295241276406,33.37438500261477,6.284243404859238,-1.5688501577024743,0.0007277997226039038,-0.1786296156334488,53.37438564722199,True,13.508122332699562,-0.8341419201906433,7.089326723206906,1.5709677058079035,0.000201235514186728,-0.8272770965876936,28.343462490632767,14.894865852653039,8.072077349632979,27.62007018021233,22.94890009145156,13.602389284818132,35.3725911109692
21,2.1,True,4.589304976632,24.667620751319408,6.335349252011838,-1.553703841919533,-0.001276774982679457,-0.16002800798054392,52.667696465515384,True,5.060494704276585,10.990555082004624,10.002372499608036,2.661590172124501,0.04785204958217075,-2.426382260796584,21.43875196319275,True,4.509518260532739,32.745961852230366,6.266380443295893,-1.5683927906417912,0.0009451029482303449,-0.18163371566724057,52.745962711038125,True,13.508000836518486,-0.12520925828090046,7.006599013548136,1.5711103682387417,0.00026687841301757393,-0.9062482076844794,27.95349814310438,13.68517976068224,8.07873510289409,26.348198339281076,21.762382654009752,13.961395944640628,34.0805894732886
22,2.2,True,4.600133135494458,24.03417836844207,6.319346451213783,-1.5545127234626837,-0.0028721326563105262,-0.1645150216102445,52.03427471507284,True,4.173290488150228,11.452446016205295,9.759734273528379,2.7094535746035597,0.04420349419435811,-2.442932839786749,20.482841316263478,True,4.511024406277032,32.11932561793952,6.248217071729169,-1.5678005531786219,0.0012130413356328284,-0.18340105860656325,52.119326783894095,True,13.507780800275036,0.5754506085236631,6.9159741927796885,1.5712973592412804,0.0003298802642974538,-0.9828513477539088,27.58048917805701,12.588970713641102,8.085638281031311,25.09298896173665,20.669639006814602,14.33323893911907,32.80179379580626
23,2.3000000000000003,True,4.610422853843787,23.4023275020179,6.302894949052758,-1.5563277235935908,-0.004520493212384055,-0.16855738529431688,51.40244610746999,True,3.2870363936315075,11.861197543233203,9.515440989549704,2.7525950103333985,0.04052670920977292,-2.455294055682221,19.540774132870773,True,4.512896227862427,31.494506714545565,6.229876965868512,-1.5670426186204205,0.0015327433019581818,-0.1841129741764464,51.494508329404134,True,13.50743428754264,1.2670479409945692,6.817689058004298,1.5715255035807394,0.00037047663383715324,-1.0575226770209665,27.224868026091087,11.6167565373744,8.092766884721206,23.85639146426017,19.671541915912915,14.720480253866588,31.53729504592556
24,2.4000000000000004,True,4.619541944273959,22.772103978513996,6.2860392105233265,-1.5591769429771472,-0.00599196975848847,-0.17220996724065235,50.77224470792559,True,2.4065824592047402,12.22208123863721,9.269911583981482,2.791157961332022,0.03688695040760715,-2.4601739928936657,18.615023783821364,True,4.51523473637997,30.87152340700314,6.211465668450868,-1.5660877384012746,0.0018992806534283947,-0.18393035757854215,50.871525688212465,True,13.506937157527275,1.9488166655471577,6.711936790302201,1.5717780830300152,0.0003599614979572838,-1.1305225684119362,26.88697604710199,10.779618244375591,8.100091053328105,22.64056289483377,18.768273964785937,15.124742623174727,30.288177193134775
25,2.5,True,4.626845770151067,22.143542490917177,6.268818213799261,-1.56294351866216,-0.007036683701481601,-0.17539960564624393,50.143702928561446,True,1.5359305149091012,12.540322970097062,9.023894184692116,2.825351838220145,0.03337517255104639,-2.4522192154869287,17.707593572113414,True,4.518159449088121,30.25038372580493,6.1930726326930134,-1.5649080067439223,0.002298873833193553,-0.18299834833958076,50.25038700702943,True,13.50627820905377,2.6200100211139654,6.598884533461008,1.5720196869121383,0.00026158273606503694,-1.2018677317233437,26.567071105388237,10.088388487768897,8.107569766832881,21.447905271529383,17.95939702180222,15.546762779578142,29.05553010881275
26,2.6,True,4.631768502221211,21.516679998271798,6.251278253234637,-1.5673546877574194,-0.007452401914755363,-0.1779380076207907,49.51685532209641,True,0.6782894849461378,12.820962465338322,8.778672263143424,2.8554692407697932,0.03009780128268946,-2.42565244328939,16.820034028536607,True,4.521806107391045,29.63108719891225,6.174772797859055,-1.5634842974816858,0.0027059455085241026,-0.18145060936820362,49.631091989320076,True,13.505470928039482,3.2798979806623065,6.478697760288673,1.5721923023392623,3.466726795779414e-05,-1.2712215797229416,26.265337517203022,9.552251030652457,8.115152244171542,20.28109496796901,17.2439239613646,15.986509790282064,27.84046348080018
27,2.7,True,4.633919962300954,20.891555875226487,6.233484452472558,-1.572013391559827,-0.007148224543213405,-0.1795693495988389,48.89173928647555,True,-0.16388821718778512,13.068727646639616,8.536107018814485,2.881891114099988,0.02715815768338666,-2.376213302079842,15.953440045976855,True,4.526321079128088,29.013626426002737,6.156627736922235,-1.5618134376098334,0.0030805183579298246,-0.1794132448038776,49.013633493416506,True,13.504566517969957,3.9277671254239017,6.351575602316379,1.5722147622143896,-0.0003558934713453626,-1.3377163353007377,25.981897313832143,9.176906059296057,8.122783239225758,19.14310578415977,16.620404938730687,16.443351668606994,26.644121828435676
28,2.8000000000000003,True,4.633161307059262,20.26820789164557,6.215527517512674,-1.5764692262151172,-0.006170147785573688,-0.18003917020152954,48.26839157258934,True,-0.9888745041491138,13.287928140918938,8.298485688606501,2.905073608141911,0.02463621727244064,-2.3027924566071416,15.108443953724745,True,4.531851435222643,28.39798849176552,6.138686412441847,-1.5599168771331804,0.003366721167854305,-0.17700833479458272,48.39799897271573,True,13.503665588291671,4.562924046700149,6.217803968786305,1.5719887137854276,-0.0009233517709690553,-1.399754118064619,25.71682038163342,8.96278930137899,8.130411815905653,18.03723334809599,16.087023923146198,16.916247065325635,25.467700059047914
29,2.9000000000000004,True,4.629635319726383,19.646665141206874,6.197523600492521,-1.5803042985499525,-0.00467563440289305,-0.17915558768745754,47.64684149442037,True,-1.7956196908188886,13.482378265694468,8.068206442945787,2.925517937787586,0.022576326784030272,-2.2080072532716475,14.285222983779029,True,4.538529856456457,27.784156179653486,6.120985578962388,-1.5578501525844217,0.0034934454824079504,-0.1743569701253141,47.78417171356384,True,13.502924185611151,5.184704001559272,6.077828556979844,1.571414591754816,-0.001636100055675018,-1.4548526109155635,25.470129187179086,8.904062816161598,8.138001020289721,16.967132206183578,15.64168475540453,17.403931823951353,24.31245780332684
30,3.0,True,4.623742820574662,19.02694079422641,6.1796080417237755,-1.583202034005873,-0.002876210108354495,-0.17682000315724156,47.027103597280146,True,-2.583678965299324,13.655358414744262,7.847405717618622,2.9437329843092823,0.0209882449141216,-2.0974181130796015,13.483535556335026,True,4.546453969665213,27.172108915948705,6.103549881949857,-1.5557118196425508,0.0033784116973896647,-0.1715815171495985,47.17213178932478,True,13.502548414792173,5.7924867410942875,5.932343295888288,1.5704201981907702,-0.002388008706063862,-1.4996498381155066,25.241792376980175,8.988927970512059,8.145534807340523,15.93687431287495,15.28205940906122,17.90506806131416,23.179729766534397
31,3.1,True,4.616076776409811,18.409027542013582,6.1619260414080514,-1.5849794191174005,-0.0009801817144301946,-0.17302524556841958,46.409172705548166,True,-3.353108895952801,13.809615819051867,7.637663906310661,2.9602033116234683,0.019858801462767542,-1.9778786537696855,12.702789815464937,True,4.5556605246939705,26.561823367243015,6.086391730234897,-1.5536497892108727,0.0029369355893297047,-0.16880660348660853,46.56185663583817,True,13.50277154718722,6.385721028719877,5.782378312076737,1.569003549446976,-0.002962087655621153,-1.5302089146169082,25.031701352371396,9.201223205525839,8.1530196793182,14.951028174061252,15.005579998823796,18.418331069110163,22.07092887087852
32,3.2,True,4.6073375528209075,17.792896913519193,6.144623516851209,-1.5855833998405464,0.0008434981500015443,-0.16783451482672265,45.7930227117892,True,-4.104344942836847,13.947396446571263,7.439876040933693,2.9753707967389453,0.019166700792990734,-1.8559049262565857,11.942134795743268,True,4.5660960677836515,25.95327366312745,6.069511069886237,-1.5518622551625598,0.002096340782802252,-0.16615796610024153,45.95332119715025,True,13.50380819831741,6.963957930684971,5.6293574206150465,1.5672907583051428,-0.0029879080158941797,-1.542596636689142,24.839625036684705,9.52267219568365,8.160480963499339,14.01474614255027,14.809376592472512,18.942425149581684,20.987539401146524
33,3.3000000000000003,True,4.598251784263136,17.178501739019815,6.127840065368537,-1.5850651019836544,0.0024769831148752303,-0.1613561864683401,45.17860857525083,True,-4.838078110900264,14.070494753335463,7.254285548308034,2.989630584540297,0.01889419298531018,-1.7366631494851312,11.200557140693524,True,4.577587436884462,25.346431348591867,6.052895273276213,-1.5505898788038126,0.000815969029266324,-0.16375787447719584,45.34649772433277,True,13.505781604074663,7.526890213788413,5.475097756946132,1.565608758089004,-0.0018964447758162972,-1.5335047733448077,24.665140151542342,9.934990151651748,8.167955749278791,13.13383769219078,14.690183926962346,19.47603526420767,19.93109874899027
34,3.4000000000000004,True,4.589508403730695,16.565780112206934,6.111704446721703,-1.5835472463463969,0.003848059425551042,-0.15372351020200392,44.5658699989568,True,-5.5551468030874895,14.180308590572903,7.080619233359521,3.003336971652325,0.01903331020614153,-1.6236489339993676,10.476967705960636,True,4.589817355951216,24.741265387080386,6.036519485828493,-1.550095981295774,-0.0008892111940636073,-0.16171550408835272,44.741355540423534,True,13.508621835914335,8.0743926225176,5.321747279611651,1.5645704360351795,0.001111254045223786,-1.5007068452585584,24.507536354580132,10.421348456209987,8.175485280711117,12.314797843091505,14.644251645129481,20.0177292550964,18.90316695958471
35,3.5,True,4.581715629728357,15.954659350725107,6.096332095701502,-1.5811954261561578,0.004916437805859379,-0.14508209106079137,43.95473530897926,True,-6.256452326781207,14.277890605897905,6.918254339959584,3.016813733884335,0.01958738019648912,-1.5188206208034476,9.770269353366766,True,4.602312267449595,24.13774276760824,6.020347935419658,-1.5506327553657722,-0.0029264671772528724,-0.16011083974605286,44.137861348502426,True,13.511935076231126,8.606557036509313,5.1716765950857955,1.5651618173543922,0.007040748830592639,-1.4433637534492918,24.365697280322518,10.967107097003298,8.18310933748005,11.564749326417747,14.667291950585303,20.56582517116322,17.905281589761472
36,3.6,True,4.575376107670213,15.345059104111904,6.081823886595423,-1.5781982023969197,0.005658620442352888,-0.13558464917733326,43.34512464276187,True,-6.942898960618818,14.363991999711878,6.766372277879239,3.030364781689615,0.02056952574859952,-1.4229188708646126,9.079404463619307,True,4.6144506164590045,23.53583035444629,6.004336851445053,-1.552394590428637,-0.005113407341428778,-0.15897223399609417,43.53598079284231,True,13.51484904687225,9.12371648659863,5.027340219740866,1.5688030649482976,0.016956059676762236,-1.3623448862980019,24.23796265421377,11.559980675247884,8.19086445331269,10.891247880532903,14.754489081366327,21.118237165808587,16.93889365808492
37,3.7,True,4.570874458392158,14.736893375852407,6.0682654216776895,-1.5747567290997717,0.006055497989308591,-0.12539144837143562,42.73695214457659,True,-7.615354945887029,14.439097831079927,6.624080390792778,3.0442828885690596,0.02199958144227755,-1.3358026481330414,8.4033852658652,True,4.625499015271836,22.935498327031556,5.988439628045443,-1.555464852442296,-0.007132228357955706,-0.15825126700344472,42.935681741336815,True,13.51585112675368,9.62644950986859,4.8911057311110655,1.577327453026429,0.031613483782349024,-1.2606023604085959,24.12198787591176,12.189867484111753,8.198786921716746,10.301904877492493,14.900581434495292,21.6723199945937,16.00528478608727
38,3.8000000000000003,True,4.568471187438374,14.13007159265077,6.055726276840546,-1.5710820921938158,0.006084965717617019,-0.1146747796769681,42.130127233434614,True,-8.27462922507316,14.503454921135818,6.490500125979474,3.0588555881728037,0.023900227207700755,-1.2567323501706689,7.741311944718284,True,4.634679816454751,22.336724743214525,5.972614501345098,-1.5597359443358012,-0.008684994311576077,-0.15780448951009143,42.336938961569636,True,13.512656706569617,10.115549651361885,4.765045495070206,1.5927899421972525,0.05078363422893563,-1.1432315828394515,24.014638881509423,12.848526892832675,8.206920221143509,9.803817675667316,15.100012451490338,22.224750638053717,15.105482259336608
39,3.9000000000000004,True,4.568298135737204,13.52449898969281,6.044258798872849,-1.5673972035148311,0.005720753074258967,-0.10362616187761867,41.52455515692304,True,-8.921458994031116,14.557094168363857,6.364826890962407,3.0743680309430554,0.026292644266144864,-1.184591737568806,7.092383826956933,True,4.6412856218357605,21.739499824819415,5.956834052394089,-1.564923156632743,-0.009530965067856119,-0.1573945392212128,41.739738945674276,True,13.502177493650573,10.59193895833412,4.650722336786261,1.6169885749478408,0.07221334459796222,-1.016583428247568,23.911991742431407,13.529220237070204,8.215325063213129,9.402877682883739,15.347149329080978,22.771515741630278,14.240207794691345
40,4.0,True,4.570352649860275,12.92007660158228,6.033896182685087,-1.5639394323043043,0.004937941287976087,-0.09246507517150986,40.92013707912895,True,-9.55650404432128,14.599849257197203,6.246367717205526,3.091102843869022,0.029191779449178123,-1.118063855766882,6.455908979207626,True,4.6447841517242985,21.143826693340216,5.941094598471968,-1.5706005943595815,-0.009521034887568839,-0.1567190912957793,41.14408143855208,True,13.480702400511168,11.056515112385833,4.5490639939615045,1.6505729964214193,0.09494564714493126,-0.88733065031662,23.80954552863646,14.226373966422146,8.224086917108695,9.103141990705216,15.636503033347717,23.308112271130323,13.409970403789162
41,4.1000000000000005,True,4.574489996388344,12.316701168043656,6.024649675167936,-1.5609599297955201,0.0037249022177668098,-0.08144789998337448,40.31676998263743,True,-10.18034481660938,14.631373651187541,6.134561331628838,3.109337102744935,0.03260133178825323,-1.055779574558837,5.831318190478385,True,4.644900438214975,20.549717244873538,5.92542268934239,-1.5762571312538214,-0.008651804654745817,-0.15546292461785363,40.54997613780049,True,13.444449965211856,11.509974695090223,4.460330928929842,1.6937643789024575,0.11831373740658582,-0.7619273381534423,23.70279542164242,14.93528905187553,8.233317153593534,8.90657046515074,15.962916016775136,23.83010826509803,12.615427747184555
