step,time_s,through_southbound_active,through_southbound_x_m,through_southbound_y_m,through_southbound_speed_mps,through_southbound_heading_rad,through_southbound_kappa_radpm,through_southbound_a_mps2,through_southbound_distance_to_destination_m,left_turn_northbound_active,left_turn_northbound_x_m,left_turn_northbound_y_m,left_turn_northbound_speed_mps,left_turn_northbound_heading_rad,left_turn_northbound_kappa_radpm,left_turn_northbound_a_mps2,left_turn_northbound_distance_to_destination_m,follower_southbound_active,follower_southbound_x_m,follower_southbound_y_m,follower_southbound_speed_mps,follower_southbound_heading_rad,follower_southbound_kappa_radpm,follower_southbound_a_mps2,follower_southbound_distance_to_destination_m,follower_left_turn_active,follower_left_turn_x_m,follower_left_turn_y_m,follower_left_turn_speed_mps,follower_left_turn_heading_rad,follower_left_turn_kappa_radpm,follower_left_turn_a_mps2,follower_left_turn_distance_to_destination_m,distance_through_southbound_to_left_turn_northbound_m,distance_through_southbound_to_follower_southbound_m,distance_through_southbound_to_follower_left_turn_m,distance_left_turn_northbound_to_follower_southbound_m,distance_left_turn_northbound_to_follower_left_turn_m,distance_follower_southbound_to_follower_left_turn_m
10,1.0,True,4.514482405448914,31.715798910958252,6.43841328616915,-1.5662463113191372,0.0012590822834124386,0.014885512491774701,59.715800667110464,True,12.577440967268418,1.7821309704552106,11.060638345440694,1.8967188206354118,0.059244889196317464,1.7330775070884217,31.486222287214936,True,4.502582112643105,39.73608328668194,6.399023741799726,-1.5702585039551835,5.100817753798547e-05,-0.01341926014752391,59.73608334248829,True,13.505665786010352,-8.173946717426212,7.380098458526167,1.5698342284299864,0.0002793441669913769,0.2526291159345894,33.00830396287768,31.00057704530543,8.02029320439386,40.89050237989381,38.80342564702932,9.999254184250882,48.74860501208414
11,1.1,True,4.517411883350041,31.07196424693773,6.4399018374183274,-1.565435662108947,0.001537095700135768,-0.02008642948892759,59.07196681307616,True,12.223298294422468,2.8299669181855114,11.233946096149536,1.962247449957029,0.06295189172181113,1.239258008852523,30.73539119367784,True,4.502926266738534,39.09618100504893,6.397681815784974,-1.5702258637012743,6.942263305708882e-05,-0.047986053181709024,59.09618107749893,True,13.506375823966795,-7.4359372131368,7.405361370119626,1.5700403871756077,0.0002533804546737351,0.1085335045331011,32.4949378059012,29.27441030144925,8.024229833089361,39.54314033539216,37.078867680122805,10.345775736034591,47.39514880028088
12,1.2000000000000002,True,4.5208640822519195,30.427983316258427,6.437893194469435,-1.5644457875665878,0.0018245070946641276,-0.049142930457210715,58.42798704144189,True,11.794689356556859,3.868383899601767,11.357871897034789,2.032967265782376,0.06651284992499665,0.6703788770567902,29.940902348361853,True,4.503291230854804,38.456412927569716,6.392883210466803,-1.570181449309563,9.087469820096991e-05,-0.07681956505979236,58.45641302022166,True,13.506935624518961,-6.6954012877125555,7.416214720572936,1.5702280245587061,0.00021130818149482923,-0.025424317759137487,31.988536376179486,27.537626173916774,8.028448843262698,38.19548620212984,35.34821408030461,10.701651497122846,46.04076388700481
13,1.3,True,4.5249524640994085,29.784206978569763,6.432978901423714,-1.5632711893857878,0.0021007912623259646,-0.07317142989939991,57.784212366075,True,11.288250554952526,4.885011796388046,11.424909784740468,2.108511708677857,0.06965957699415522,0.038169549153657445,29.102604775330263,True,4.503684314825283,37.81712472737228,6.385201253960824,-1.5701233541763244,0.00011682748113354393,-0.10074395168862471,57.81712484476117,True,13.507357089637251,-5.953779935415049,7.413672288797022,1.570384735243324,0.0001652705137815453,-0.14992249084752368,31.490581622471204,25.801397671175078,8.032945903788974,36.84952240560295,33.623717836755844,11.063626892555785,44.68733845771874
14,1.4000000000000001,True,4.529793323429635,29.140927302579165,6.425661758433773,-1.561919754799104,0.002335877548540998,-0.09294237822564862,57.140935069709506,True,10.703095106889487,5.866275643422435,11.428726739655833,2.1880971469579973,0.07122176448988264,-0.7948419034615979,28.221980952965072,True,4.504114021353646,37.17860474656657,6.375126858791962,-1.5700487574784214,0.0001495000487087058,-0.12046265469077466,57.17860489456923,True,13.507662230116656,-5.212412769331969,7.39868003971227,1.5705072613861417,0.000124334873032637,-0.2657377065404218,31.002448507869623,24.079432401216515,8.037718464846789,35.50709934931369,31.920045744992887,11.428164056207166,43.33661553906507
15,1.5,True,4.535497033448307,28.49838644159832,6.4163675206112085,-1.5604187988954996,0.0024887797980923058,-0.10912898329354452,56.49839759270668,True,10.041558982864482,6.7982240891570775,11.349242549309674,2.2694945553850965,0.06835064039980918,-1.618442189119937,27.302599186701855,True,4.504590606232083,36.541092238827495,6.363080593322884,-1.56995344930083,0.00019197722482195835,-0.13657618207610367,56.54109242518457,True,13.50787610036067,-4.472544796271987,7.372106269058228,1.5705992527804764,9.461683167365474e-05,-0.37372458172260914,30.525403184769363,22.387803918944726,8.042765180460451,34.16995599664622,30.25386296942105,11.791759225315067,41.9902080553987
16,1.6,True,4.542155517230488,27.85678423914787,6.405454622281854,-1.5588219063092563,0.0025077496722213594,-0.12232410855231188,55.85680014668179,True,9.311551310325678,7.667213077847435,11.18739833039768,2.3470673550149046,0.0647138188842874,-2.074099440658438,26.35231287346409,True,4.505126935911082,35.90478440552533,6.3494229751152735,-1.5698312926454676,0.0002483183864428423,-0.14959735005187358,55.90478464061676,True,13.508021385417448,-3.7353341836821192,7.334733810885967,1.5706690053142704,8.006094537289393e-05,-0.47477076280412267,30.060602396350806,20.74526258952651,8.048085349562719,32.83974264832832,28.64371047459919,12.150244653609075,40.649613900200606
17,1.7000000000000002,True,4.549825494636794,27.216284699235697,6.3932222114266235,-1.5572155786363107,0.0023329951363588964,-0.13305434109910264,55.21630717973601,True,8.527735826685538,8.46546873967253,10.979988386331836,2.419465281948878,0.06129292971629322,-2.297127814697415,25.38326069629097,True,4.505739676815991,35.269842403671774,6.334463240110086,-1.5696736247986653,0.00032362247784187525,-0.15996437016325357,55.26984270169949,True,13.508114772334077,-3.001860808538603,7.287256734605555,1.5707277278865663,8.314229614273437e-05,-0.5697732671169347,29.609094088121466,19.16812118490565,8.05367836817529,31.518046651274666,27.104444295149488,12.502152671021715,39.31623105186862
18,1.8,True,4.558507701822274,26.577021434433803,6.379916777316713,-1.5557240430038186,0.0019031934977379664,-0.1417909092003564,54.57705279516126,True,7.703796100729436,9.191226810679119,10.750275604862095,2.4867648475937933,0.05799386014023077,-2.395383756948743,24.405159199438323,True,4.506450848119063,34.63639647887753,6.31846680309376,-1.5694686273297092,0.0004239913959845429,-0.1680521130984,54.63639685969914,True,13.508164762119709,-2.2731351367926695,7.230279407893862,1.570788315812316,0.00010499476004800619,-0.659604272157832,29.17181872864406,17.668013295548462,8.059543164660129,30.20642143123236,25.645266153966787,12.84999184513238,37.991372408451774
19,1.9000000000000001,True,4.568123329366066,25.939102222807588,6.3657376863966775,-1.5545098213911488,0.0011669255205021094,-0.14895665776053044,53.93914524156358,True,6.851134970395794,9.845942972556223,10.510737229167221,2.549109845583524,0.05467998103108502,-2.4334386451073784,23.425171787574754,True,4.507289750372123,34.00455035547327,6.301661591783921,-1.5692007297736765,0.0005563168093551446,-0.17418183505152537,54.00455084747311,True,13.508170554283948,-1.5501071960264836,7.164318980678079,1.570864229957467,0.000145331894445557,-0.7450822029733781,28.749610971442216,16.254289181844538,8.06567754779805,28.906419336477455,24.272039903917467,13.197957501447224,36.67628019375257
20,2.0,True,4.57849043316189,25.302612877980042,6.350842020620624,-1.553766987214841,9.942754250209705e-05,-0.15492771411594305,53.30267066824984,True,5.979209635357449,10.432886054229641,10.267393364656483,2.6065825368148823,0.05127753793995917,-2.4487253267117657,22.448701209393825,True,4.50829524119193,33.37438499847413,6.284243408278768,-1.5688501577466387,0.0007277997358078917,-0.1786296145376464,53.37438564308133,True,13.50812190629234,-0.8336752996103519,7.089810760380741,1.5709683503624545,0.00020154057351948732,-0.8269626781992805,28.343201460925204,14.935554562732566,8.072077336730693,27.61962849040467,22.988605067809882,13.550642963463941,35.37213973396628
21,2.1,True,4.589304974983066,24.66762076039589,6.33534924920903,-1.553703842353348,-0.0012767747376189117,-0.16002800306649836,52.667696474589064,True,5.095943289665993,10.956368840589212,10.022520831985306,2.659231202094948,0.047768033307176626,-2.4586219679423027,21.479985480306112,True,4.509518260421174,32.74596184774771,6.2663804468250035,-1.5683927906774089,0.0009451029760951603,-0.18163371461839478,52.74596270655545,True,13.507999944838911,-0.12469423406239988,7.007114492560813,1.5711112388151336,0.0002671038477528138,-0.9059123191286884,27.95321872487007,13.720609009453884,8.078735089320425,26.347713425452564,21.79748283019246,13.912320296566149,34.080092486280634
22,2.2,True,4.600133133565937,24.034178377794095,6.3193464489023805,-1.5545127237408862,-0.0028721322669922767,-0.1645150169229439,52.03427472442113,True,4.208046183171119,11.421286001547832,9.776658635191076,2.7071068129873628,0.04416890940736048,-2.4680613796409054,20.522483388320587,True,4.511024406143996,32.1193256131039,6.248217075363164,-1.567800553196445,0.0012130413797926804,-0.18340105761919523,52.11932677905845,True,13.507779282384469,0.5760171804490516,6.916523260647944,1.5712984015393943,0.00032986429940904234,-0.9824909475331414,27.580191572358693,12.61898515219988,8.08563826682474,25.092458761013962,20.700256992731756,14.286528322811728,32.80124853082199
23,2.3000000000000003,True,4.610422851735719,23.402327511598173,6.302894947210086,-1.5563277236251059,-0.004520492688835533,-0.1685573809026145,51.40244611704571,True,3.3212185844356568,11.832828649169748,9.529852497226985,2.7502892479438072,0.04052352367174875,-2.47589484525161,19.579082255127833,True,4.5128962277193425,31.494506709346513,6.229876969601245,-1.5670426186102107,0.0015327433680372322,-0.18411297324882508,51.494508324205036,True,13.507432021234168,1.2676694193383176,6.818274165894629,1.5715265529493663,0.00036996734738361755,-1.0571340918355094,27.22455258419358,11.64110611456477,8.092766869919274,23.855813987860152,19.697758241676603,14.67588272410579,31.536698728583644
24,2.4000000000000004,True,4.619541942143364,22.772103988278232,6.286039209119824,-1.559176942677842,-0.005991969478180809,-0.17220996349700024,50.77224471768478,True,2.4402668836845742,12.1962911467301,9.282263012701824,2.7889075682697726,0.036900395054189884,-2.476815447526784,18.652190918908644,True,4.515234736244647,30.87152340143084,6.211465672276362,-1.5660877383493261,0.0018992806925476982,-0.18393035678278274,50.87152568264012,True,13.506934133065988,1.9494966541422913,6.7125607567110785,1.5717788068300553,0.0003586067971056813,-1.130101310984479,26.88664333673034,10.798011716972479,8.100091037967148,22.639936310574825,18.790151445801936,15.082039695673098,30.28752695770441
25,2.5,True,4.626845768206973,22.14354250082394,6.268818212770125,-1.5629435181858113,-0.0070366835938631715,-0.17539960247202155,50.14370293846326,True,1.569174194254877,12.516918021448769,9.034581467949145,2.823159485486332,0.03339107931141749,-2.4677484040031934,17.743775753212095,True,4.518159448986867,30.250383719850237,6.1930726365980835,-1.5649080066669483,0.002298873850537534,-0.18299834765781495,50.2503870010747,True,13.50627463747926,2.6207524058427496,6.599550625612631,1.5720195238213894,0.000258944937917261,-1.2014082718071593,26.56672200949994,10.10055712924094,8.107569750948146,21.447228029215378,17.976994178922354,15.505755734021177,29.054823028020508
26,2.6,True,4.631768500574915,21.516680008283817,6.251278252522923,-1.5673546872128823,-0.007452401921513344,-0.17793800493203782,49.51685533210401,True,0.7111354853694074,12.799771688676644,8.787806627548827,2.853326928120507,0.030105867621060788,-2.440485272695398,16.855356828982334,True,4.521806107339761,29.63108719256734,6.174772801832302,-1.5634842973930727,0.0027059455102225616,-0.18145060878211744,49.631091982975136,True,13.50546738261042,3.2807069746880737,6.479409798431915,1.5721904158440925,3.028493278497795e-05,-1.2707170142827267,26.264973365455504,9.558025627312169,8.1151522277945,20.280365981191498,17.25729967812633,15.947022346690968,27.839696613569632
27,2.7,True,4.633919960994817,20.89155588531085,6.233484452029719,-1.572013391018984,-0.00714822462355501,-0.17956934731804608,48.891739296556295,True,-0.13138524064992585,13.049600188771743,8.543758100279288,2.879783382421354,0.027149576522402952,-2.390572091084463,15.988026576294594,True,4.526321079134425,29.01362641926091,6.15662774095409,-1.5618134375190964,0.00308051834633716,-0.17941324430753558,49.013633486674685,True,13.504564095478482,3.928647324899814,6.352338097003642,1.5722100386931157,-0.00036236448214639903,-1.3371579280423425,25.981520035881356,9.176295702041461,8.122783222383655,19.14232468091364,16.6296230158445,16.40520939953021,26.643292285771743
28,2.8000000000000003,True,4.6331613060903125,20.268207901773806,6.2155275172979145,-1.5764692257240385,-0.00617014790627752,-0.18003916828548955,48.26839158271486,True,-0.9566467153753266,13.27073707645658,8.30470089117084,2.902979323854597,0.02460418466963538,-2.3166973016024093,15.142418178902929,True,4.531851435288463,28.397988484621024,6.138686416523337,-1.5599168770483387,0.003366721147501091,-0.177008334372557,48.39799896557128,True,13.503666058182692,4.563880499817067,6.218622304199408,1.5719798525226218,-0.0009318796786043052,-1.3991307216063096,25.71643265300745,8.95603437175223,8.130411798621367,18.036400796853645,16.092151724230447,16.879277145520657,25.46680508149529
29,2.9000000000000004,True,4.629635319062782,19.646665151354853,6.197523600469365,-1.5803042981337652,-0.004675634538089102,-0.17915558608499269,47.6468415045665,True,-1.7635868098087295,13.467023227047875,8.073031161010599,2.9234123632898426,0.022515987610407722,-2.221321276691242,14.318710776751612,True,4.538529856578796,27.784156172101433,6.120985583086081,-1.5578501525107,0.003493445452674105,-0.1743569697690608,47.7841717060119,True,13.50293006840571,5.1857422947055385,6.0787092320387766,1.571400351747202,-0.0016458608733263417,-1.4541500300449346,25.469734511892757,8.89164009065509,8.138001002582,16.96625030979678,15.642792916966503,17.3679633657255,24.31149483129085
30,3.0,True,4.623742820169005,19.02694080437425,6.179608041860866,-1.583202033673463,-0.002876210243163094,-0.1768200018287272,47.02710360742689,True,-2.5517511488823965,13.641766741602925,7.8508990333414745,2.9415895902498175,0.02089612699520438,-2.1099316588800345,13.516663595199885,True,4.546453969838011,27.1721089079849,6.103549886109175,-1.5557118195855884,0.003378411660501239,-0.17158151685223516,47.172131781361145,True,13.50256289922264,5.7936131070197385,5.933294229034283,1.5703998807786679,-0.0023967820908755424,-1.4988503786088079,25.241395018008717,8.971500063324864,8.145534789224204,15.935947036237792,15.279223640185474,17.869933268683575,23.17869646608472
31,3.1,True,4.616076776209384,18.409027552145165,6.161926041677993,-1.5849794188683362,-0.0009801818376940824,-0.17302524447042714,46.40917271567921,True,-3.321191045937994,13.797742384369007,7.6399058674534714,2.9579949285725404,0.019732077617934753,-1.9893937417989276,12.735682936848955,True,4.555660524907807,26.56182335886385,6.086391734423951,-1.55364978917502,0.0029369355444258637,-0.16880660324373234,46.561856627459264,True,13.5027981223025,6.38694248329654,5.783409191173402,1.5689777994438634,-0.002965471202540187,-1.5292915167335261,25.031305985979795,9.179551807089961,8.153019660804892,14.950061728492631,14.99888508498539,18.383867022659,22.06982305162516
32,3.2,True,4.607337552773554,17.79289692362161,6.14462351723095,-1.5855833996674629,0.0008434980406680445,-0.1678345139254189,45.793022721891475,True,-4.072341416896335,13.937222622555808,7.440966493273579,2.973070050129571,0.019002618877134593,-1.86628866405147,11.974912735761112,True,4.566096068026488,25.953273654329816,6.0695110740995775,-1.5518622551528072,0.0020963407332611054,-0.16615796590721013,45.95332118835299,True,13.503849850502453,6.965282446115368,5.63048003950005,1.5672627461029702,-0.0029784385126625625,-1.5415379515295047,24.839235977897268,9.497528696057149,8.160480944598065,14.013749189176474,14.798921737042768,18.90847559408346,20.98635873131384
33,3.3000000000000003,True,4.598251784321563,17.178501749082685,6.127840065838408,-1.5850651018777202,0.0024769830240820713,-0.1613561857359489,45.178608585313796,True,-4.805896925674181,14.062027025851034,7.254337626868431,2.987209835164492,0.018689822606086797,-1.7458641415622465,11.233331515577408,True,4.577587437141195,25.346431339373087,6.052895277508856,-1.5505898788232457,0.000815968976697546,-0.16375787433119396,45.346497715114445,True,13.50583942191747,7.528326934906147,5.476326244347099,1.5655857422435278,-0.001862874389968222,-1.53228164662682,24.664759989114398,9.907089767447168,8.1679557299967,13.132821154101604,14.676088017528233,19.44245161861339,19.929840141660584
34,3.4000000000000004,True,4.589508403853359,16.565780122221895,6.111704447264812,-1.583547246295983,0.0038480593532374315,-0.15372350961451506,44.565870008971984,True,-5.522702831240017,14.17357718403977,7.079751212712207,3.000768063501575,0.01878557938824062,-1.6316887532198705,10.509839705402056,True,4.58981735620474,24.74126537743819,6.036519490075737,-1.550095981346681,-0.0008892112455389899,-0.16171550398853746,44.74135553078187,True,13.508692895098077,8.075952125192401,5.323098079684417,1.5645655714523572,0.0011840082741357452,-1.4993012103736965,24.50716386301488,10.391316132261395,8.175485261053964,12.313774052174505,14.626657112764015,19.984370259049026,18.90182548522097
35,3.5,True,4.581715629881138,15.954659360685369,6.096332096303361,-1.581195426149731,0.004916437750960227,-0.14508209059579874,43.95473531893979,True,-6.223669419141419,14.272948281371267,6.91658233739022,3.014067786347115,0.019293306540573745,-1.5257753445693354,9.803328201574793,True,4.602312267681187,24.137742757540774,6.020347939676883,-1.55063275544813,-0.0029264672222926503,-0.16011083968844728,44.13786133843553,True,13.512009565817728,8.608251600445511,5.173167958647047,1.5651958306693954,0.007170088381659707,-1.4417712937593463,24.365324570510275,10.935469729825419,8.183109317452582,11.56373022696129,14.646366427905688,20.53255496727695,17.903848791327565
36,3.6,True,4.575376107826286,15.345059114011944,6.0818238872437815,-1.5781982024236654,0.005658620403380038,-0.13558464882094362,43.345124652662165,True,-6.909711192841794,14.360913030202981,6.764004802933286,3.0274121606719535,0.02022655708794835,-1.4289004194862,9.112726417077937,True,4.6144506166496075,23.53583034395219,6.004336855708038,-1.5523945905393561,-0.005113407372912219,-0.1589722339774629,43.535980782348744,True,13.514906781383106,9.125560283366736,5.0289908292711125,1.5689050378170624,0.017157337754331366,-1.36058737213339,24.23757172081179,11.527175448402081,8.190864432918946,10.890242162957643,14.730424743552886,21.084922048156514,16.937355258698094
37,3.7,True,4.5708744585314856,14.736893385687733,6.068265422361687,-1.5747567291498532,0.006055497964452097,-0.12539144810669994,42.73695215441214,True,-7.5817072822421805,14.437977065729507,6.621114760984666,3.041093413600922,0.021605996925307024,-1.340943735233507,8.437032775834188,True,4.625499015403815,22.935498316110007,5.988439632310292,-1.5554648525740988,-0.007132228395169132,-0.15825126701785405,42.9356817304157,True,13.515857908308583,9.628458466865645,4.892932092057774,1.5775334472391862,0.03189132008847153,-1.258738591379196,24.121547040062474,12.156257398250618,8.198786900960283,10.30091433983542,14.873592471019105,21.638824508793373,16.00361805324122
38,3.8000000000000003,True,4.56847118754704,14.130071602417818,6.055726277551017,-1.5710820922585667,0.0060849657059726565,-0.11467477948889115,42.13012724320182,True,-8.24047787655156,14.504406809478494,6.487020387461315,3.055398992117716,0.023455578477800512,-1.2611752015683837,7.775332545607105,True,4.634679816514349,22.33672473186533,5.972614505608506,-1.5597359444929308,-0.008684994327346094,-0.1578044895492888,42.33693895022069,True,13.512561505962342,10.117740571899603,4.7670582329198545,1.593137653591083,0.05111781718028596,-1.1413548393498274,24.014100143351975,12.814417777406728,8.20692020002756,9.802833872020361,15.07033143824834,22.190934253814447,15.103653769645586
39,3.9000000000000004,True,4.568298135806639,13.524498999388822,6.044258799602128,-1.5673972035862012,0.005720753074327915,-0.10362616175367884,41.524555166619166,True,-8.886771690450374,14.56025160502394,6.3609028673044765,3.0706146736962348,0.025798227160125798,-1.1884792707472884,7.126808236136444,True,4.641285621806231,21.73949981304287,5.956834056653578,-1.5649231568029944,-0.009530965056780137,-0.15739453927683084,41.73973893389769,True,13.501912151340852,10.594327429887352,4.652922748984872,1.6175058147149004,0.07253954992200944,-1.0147961760407092,23.9112907548795,13.494876342135628,8.21532504174054,9.40188091847924,15.315023326003862,22.73723199359624,14.238172984837105
40,4.0,True,4.5703526498868206,12.920076611205218,6.0338961834267595,-1.5639394323752154,0.004937941298801082,-0.09246507510064657,40.92013708875192,True,-9.521260378497036,14.605362109495148,6.242054940229748,3.0870246754076565,0.028651119494369107,-1.1215318519677477,6.4907477341100295,True,4.644784151595857,21.14382668113713,5.941094602725895,-1.5706005945272947,-0.009521034847927734,-0.15671909135266393,41.14408142634861,True,13.480186489547428,11.059112215244884,4.5514431313808,1.6512579069182245,0.09525245304642016,-0.8856970980141464,23.808606723535036,14.19203103690462,8.224086895282163,9.102105664811482,15.60219012136412,23.27321306429223,13.407676917798119
41,4.1000000000000005,True,4.574489996372613,12.316701177592135,6.024649675916695,-1.5609599298595334,0.0037249022381264183,-0.08144789995362318,40.31676999218587,True,-10.14453676591175,14.639406839773542,6.129901755032973,3.1049088616059506,0.03202064538305862,-1.0589488715677962,5.866555813504319,True,4.644900437986978,20.54971723224504,5.925422693590628,-1.5762571314020335,-0.00865180459034956,-0.15546292466398373,40.54997612517126,True,13.443604361280501,11.512784005940974,4.462873421579386,1.6946115192347546,0.11858925199275018,-0.7604973206365342,23.701545536894237,14.901164733737188,8.233317131415552,8.90547429599856,15.926682697392462,23.794456753231028,12.612824936010936
