step,time_s,through_southbound_active,through_southbound_x_m,through_southbound_y_m,through_southbound_speed_mps,through_southbound_heading_rad,through_southbound_kappa_radpm,through_southbound_a_mps2,through_southbound_distance_to_destination_m,left_turn_northbound_active,left_turn_northbound_x_m,left_turn_northbound_y_m,left_turn_northbound_speed_mps,left_turn_northbound_heading_rad,left_turn_northbound_kappa_radpm,left_turn_northbound_a_mps2,left_turn_northbound_distance_to_destination_m,distance_through_southbound_to_left_turn_northbound_m
34,3.4000000000000004,True,5.562494612929654,10.404521181909276,6.84250555952936,-1.5677262378582426,-0.0009362712780037182,-0.13243674745307052,38.4045720297514,True,10.558737157610414,14.392581729896692,5.097577514233808,2.6684701529699684,0.14922941075457094,1.349342177124646,28.565196043302997,6.392735447341128
35,3.5,True,5.564595319691364,9.720273850637167,6.829261884784053,-1.5683668820007395,-0.0015599015331888729,-0.12650911073427742,37.72032915978317,True,10.104976393875033,14.6248620227123,5.232511731946272,2.7445410018424545,0.13431580779761151,1.6060366944993054,28.107479904862984,6.683565323722402
36,3.6,True,5.566254449532669,9.03734967754193,6.816610973710625,-1.5694321796092017,-0.002086943508008078,-0.12208636290814963,37.037408937297414,True,9.622431477701769,14.827203798242937,5.393115401396202,2.814821905851139,0.11822325518542894,1.762769696127482,27.62297194850096,7.069298608974241
37,3.7,True,5.5671843353118415,8.355689214421501,6.80440233741981,-1.5708547678110218,-0.002438325331842172,-0.11931468326249708,36.35575129179034,True,9.111658241023129,15.000315432804555,5.56939237100895,2.878581071685512,0.10245311078465683,1.8314492689187452,27.11165824285809,7.530893230573098
38,3.8000000000000003,True,5.567144569693192,7.6752489818414915,6.7924708690935605,-1.5725139024697594,-0.002559136067071807,-0.11822391327276746,35.67531216835561,True,8.573871376950574,15.14511392262242,5.752537297900825,2.935641229044532,0.08787370685828615,1.829046869238422,26.574267591210333,8.052284665049307
39,3.9000000000000004,True,5.565977911993115,6.996002896843825,6.780648477766284,-1.5742521881883227,-0.002435660963944682,-0.11871971824537422,34.996065090818036,True,8.010774563255342,15.262752487913218,5.935441984824667,2.9861909066652417,0.07484891117391568,1.7731513017541354,26.0121016500089,8.620683236697019
40,4.0,True,5.563634618527768,6.317942098119937,6.768776505941746,-1.5759037242690752,-0.0020992522452559195,-0.12060339755618936,34.318001095847464,True,7.4243829110925565,15.35461948865882,6.112757115000081,3.0306170436552486,0.06342333766484602,1.6794170430167306,25.42685590849942,9.226262649033975
41,4.1000000000000005,True,5.560177550354738,5.641073275855581,6.756716166186127,-1.5773246611968486,-0.0016147888912430568,-0.12361448989127753,33.64112709896997,True,6.816867447374547,15.42231702785585,6.280698819301754,3.0693861895120325,0.05347647308989436,1.5604915227742748,24.820460543119975,9.861642806009352
42,4.2,True,5.555766571427729,4.965416057460843,6.744354717196999,-1.5784157282174924,-0.0010603164245856342,-0.12747968082501307,32.96546322671632,True,6.190434161228019,15.46762833544509,6.436747971579181,3.1029731516516446,0.04482410832603406,1.4258621887522407,24.194953630226667,10.521371853583828
43,4.3,True,5.550627826557273,4.291000162915844,6.731606749114498,-1.57913084322548,-0.0005076417727836924,-0.13195151294605578,32.29103985160981,True,5.547239313928212,15.49248055673946,6.579334190454405,3.131825300486189,0.03727536315245711,1.2821834340210883,23.552388762207812,11.201480906345942
44,4.4,True,5.545017422805995,3.617862868140858,6.718411597819892,-1.5794725677038604,-1.031912690254868e-05,-0.13683005199878298,31.617894915963596,True,4.889337278447725,15.498906722583493,6.707552533856514,3.1563500076112456,0.030660180077125385,1.1338073236537682,22.894773835187273,11.899122636686068
45,4.5,True,5.53918844018335,2.946046995346241,6.704728592620014,-1.5794795005180464,0.00039990683800987206,-0.1419694422633071,30.946071808422182,True,4.218655062107647,15.489008509127986,6.820933266221891,3.1769154844677274,0.0248395468472733,0.9833717526640368,22.22403568416235,12.612283375298148
46,4.6000000000000005,True,5.533366681028052,2.2755994119161107,6.690531648393683,-1.5792113738369276,0.0007107031910832643,-0.1472746508495741,30.27561779858865,True,3.5369872159772036,15.464920051842258,6.919270441488295,3.1938583736085717,0.01970630600342833,0.832378260333968,21.54200475804818,13.33955433705559
47,4.7,True,5.527736633619631,1.6065699357734269,6.675804183308725,-1.578735875617672,0.00092404441802757,-0.15269369540742317,29.606582928171353,True,2.8460050271623905,15.428772449359853,7.002508267521692,3.207493699672616,0.015180882210749017,0.6817220967398736,20.850414178279763,14.079949102737078
48,4.800000000000001,True,5.522436401980192,0.9390105582770194,6.660534813767983,-1.5781190016585287,0.001050757902163611,-0.1582087891570501,28.939019255741936,True,2.147274226594476,15.382658582629576,7.070680477195679,3.2181241249915207,0.011204200043726194,0.5321306289435308,20.150907829486446,14.832757260925494
49,4.9,True,5.517559152482179,0.27297493423616737,6.644713934852278,-1.5774191406997085,0.0011059740817519867,-0.16382789676019172,28.272980386860215,True,1.44227584055185,15.32859843295115,7.123893540090032,3.2260462568426975,0.0077293868033423965,0.3844478612612364,19.44505250160678,15.597427127816838
50,5.0,True,5.513158514268106,-0.3914818868918193,6.628331145176259,-1.576684252560448,0.001105880217119539,-0.16957746860618833,27.608521248852142,True,0.732425503763846,15.268506078468054,7.1623383262161555,3.231552589714416,0.004714044046038445,0.23971254718223953,18.73434975568238,16.373473400379687
51,5.1000000000000005,True,5.5092558246444945,-1.0543035120028579,6.6113733983156395,-1.5759512385318513,0.001065682606917076,-0.17549647760330989,26.945698077681183,True,0.019087882186957672,15.204160599723416,7.186309580934379,3.2349289475486573,0.002114945960877657,0.09903975519295025,18.02024443942025,17.160407900416576
52,5.2,True,5.505847735105631,-1.7154320676145876,6.593823750555308,-1.5752466759680093,0.0009985270438803587,-0.18163136084000928,26.284568582881278,True,-0.696415112069251,15.13718359515698,7.196213556453674,3.236448813190839,-0.0001138557307150479,-0.036603865295382336,17.30412867822606,17.957692477112406
53,5.300000000000001,True,5.502913262984561,-2.3748079129465527,6.575660614471307,-1.5745882648342582,0.0009150945796467481,-0.18803173091323672,25.62519225265418,True,-1.4128014291600384,15.0690253954597,7.192553169924136,3.2363668801755536,-0.0020200486087304003,-0.16661383481968922,16.587342190166986,18.76471236642353
54,5.4,True,5.500419819198228,-3.0323692468958474,6.556857441379983,-1.5739865296956683,0.000823620811758859,-0.19474667588237582,24.967630756633685,True,-2.1288289322777882,15.000960530802388,7.175891786442167,3.234913949473141,-0.00365068953520783,-0.29087759575548977,15.871171096788101,19.58076656781129
55,5.5,True,5.498328052183412,-3.6880516544504167,6.537382773791745,-1.5734464932708228,0.0007301596880086126,-0.2018212576795175,24.31194840304003,True,-2.8432956845971287,14.934091336568152,7.146804026866619,3.232294254168086,-0.00504985311027055,-0.4098107354589924,15.156847616060121,20.405070353810654
56,5.6000000000000005,True,5.496595538944691,-4.341787636103995,6.517200648023794,-1.5729691599341722,0.0006389621970976817,-0.20929324772647673,23.658212608850164,True,-3.5550383427816286,14.86935752388242,7.105822953320719,3.2286852231137293,-0.006257063852727277,-0.5243276958793222,14.445552420557515,21.23676468501936
57,5.7,True,5.495179461104623,-4.99350616245534,6.496271323251146,-1.5725527354496733,0.0005528845895337412,-0.21719026511930276,23.00649434256718,True,-4.262927416675618,14.807549292222664,7.053390183732787,3.224239064319219,-0.007306663568073389,-0.635782614471488,13.738420594611537,22.074928017038143
58,5.800000000000001,True,5.494038450973694,-5.643132292740162,6.4745522967392155,-1.5721935666192677,0.00047377416344689496,-0.22552743883957746,22.35686850209538,True,-4.965858921763678,14.74932189322172,6.989811922285638,3.2190853894105302,-0.008227917963889126,-0.7459070122250072,13.03655142898556,22.918587233395353
59,5.9,True,5.493133801036651,-6.290586890407521,6.451999552855257,-1.5718868190594597,0.0004027912961620439,-0.2343063587032878,21.70941419540458,True,-5.662742429642221,14.695210124297015,6.9152212210631365,3.213334229502572,-0.009045579121895462,-0.8567591369179054,12.341021887416023,23.76672570668092
60,6.0,True,5.492430215615763,-6.93578646206578,6.428568916984928,-1.5716269381331867,0.0003406430563142845,-0.24351654302176318,21.06421489809974,True,-6.35248573328672,14.645641783191104,6.829545307371346,3.2070790114325183,-0.00978066686195058,-0.9706914733229703,11.65290342957966,24.61828749002936
61,6.1000000000000005,True,5.491896251454019,-7.578643132005916,6.404217262682752,-1.5714079533968257,0.0002877098698681592,-0.25314086084279636,20.421358475887683,True,-7.033976374649449,14.600949537897364,6.732476160039049,3.2003992606855185,-0.010451315138392822,-1.0903381487566994,10.973281889346085,25.47217729304261
62,6.2,True,5.491504552514201,-8.219064738487441,6.378903176598472,-1.5712236977453002,0.00024405009737532994,-0.2631669476962233,19.78093708581014,True,-7.706060207907531,14.561380945199815,6.623442345163379,3.19336293768449,-0.011073611650322676,-1.2186217597867872,10.303280211585948,26.327256240500088
63,6.300000000000001,True,5.491231936731189,-8.856954997893254,6.352586481828849,-1.5710680205511607,0.00020930488577179768,-0.27360645355792135,19.143047010118778,True,-8.367517045619186,14.527106510973542,6.5015801691847,3.186028394852626,-0.011662420198726639,-1.3587786390456154,9.644083995818399,27.1823335276106
64,6.4,True,5.491059340924988,-9.492213622629537,6.325225836473058,-1.5709350578123673,0.00018256945020572426,-0.28452217463975205,18.507788536877236,True,-9.017033288235584,14.498225764085111,6.365702305280138,3.178445978863752,-0.012232219336687462,-1.5144016584668956,8.99696995262825,28.036154046229893
65,6.5,True,5.4909715904236664,-10.124736200189984,6.296773619009082,-1.570819578512028,0.00016233381705169078,-0.2960602869031857,17.875266079837182,True,-9.653171283161678,14.474771344333218,6.2142621394334485,3.1706593121807276,-0.012798032957874416,-1.6895000691715232,8.363337537668224,28.88738193067381
66,6.6000000000000005,True,5.490956949343765,-10.754413561920677,6.267167590318763,-1.5707173605823597,0.0001466080291782167,-0.3084813099406527,17.245588809026806,True,-10.274335003204865,14.456711104078224,6.045312132516296,3.1627062790137934,-0.013376580094176494,-1.888576568138039,7.744744183453543,29.734579823391364
67,6.7,True,5.491006438792508,-11.381130318998556,6.236319459324698,-1.570625478873465,0.00013325946091144827,-0.3221813328454089,16.618872114504406,True,-10.878731475934632,14.443948206785572,5.856454475702492,3.154619718820303,-0.013987854843497578,-2.116722451605348,7.142944700092611,30.576183546344886
68,6.800000000000001,True,5.49111298501369,-12.004762255829426,6.204101326040157,-1.570542374016543,0.00012043234633057955,-0.33769811160175056,15.995240213000063,True,-11.464327230894645,14.436319181122302,5.644782230541957,3.1464277953099353,-0.014657508404384196,-2.3797323846414726,6.559935564500302,31.410471828209694
69,6.9,True,5.49127053988889,-12.625172368427693,6.170331514879982,-1.5704676565685862,0.00010685635187338963,-0.3557039298325843,15.37483010976164,True,-12.028798855607686,14.433589859550548,5.40680899207781,3.1381539510114265,-0.015420732376983949,-2.6842233413901275,5.998004964485779,32.235530784109606
70,7.0,True,5.49147334031078,-13.24220548658846,6.134761121896724,-1.5704017226570333,9.193983589609785e-05,-0.3769929186973347,14.757796976649502,True,-12.569476558130546,14.435449096688576,5.138386657938797,3.129816255563396,-0.016326488923257946,-3.0122896918830615,5.459789609053027,33.04921291748419
71,7.1000000000000005,True,5.491715420516847,-13.855681551015207,6.09706183002699,-1.5703453197639523,7.567483926727289e-05,-0.40247126295960656,14.144320875197536,True,-13.083279593850932,14.441500125473029,4.837157688750491,3.1214270742779706,-0.01741353637506387,-3.2902566736136216,4.948339283243349,33.84909054341002
72,7.2,True,5.49199040228287,-14.46538767200855,6.05681470373103,-1.5702991803465534,5.844796259674195e-05,-0.4331557297198477,13.534614697976213,True,-13.566897014407676,14.451253873082093,4.5081320213891285,3.113003872141473,-0.01864103351074863,-3.4512772610210685,4.466936801956681,34.63254752121691
73,7.300000000000001,True,5.4922915146622895,-15.071069067533177,6.013499130759045,-1.5702637794986274,4.110413885104705e-05,-0.47018239611896645,12.928933230442627,True,-14.017526000125955,14.464140317636568,4.163004295287021,3.1046002481333135,-0.019846595394662613,-3.472635885958965,4.018363442852751,35.397197246196725
74,7.4,True,5.492611761917472,-15.672418895335674,5.966480891147148,-1.5702390615283022,2.298695392637045e-05,-0.5148251767065828,12.327583318645178,True,-14.433541621459026,14.479536759843782,3.815740706691125,3.096338101945833,-0.02071706500748304,-3.372801971724628,3.604234641393235,36.141278595115516
75,7.5,True,5.492944253156707,-16.269066891807476,5.9149983734764895,-1.5702253464061675,6.612707216073616e-06,-0.5685229582136966,11.730935230085068,True,-14.814725031834119,14.4967988298764,3.478460509518662,3.088433007118611,-0.02074049318833934,-3.1908099029607064,3.2247772078762145,36.863802372968024
76,7.6000000000000005,True,5.4932819879454176,-16.860566632735154,5.85814607765512,-1.5702214349909247,-7.406258444162289e-06,-0.6329142862124854,11.139435393026856,True,-15.162079701092349,14.515281494925405,3.1593795192225915,3.081218508468253,-0.019346319253652385,-3.0038405459716895,2.8790178276825316,37.564448781194564
77,7.7,True,5.493618767943518,-17.446381143694634,5.794854649033872,-1.5702257736853102,-1.8666760138486244e-05,-0.7098790710919108,10.553620785507064,True,-15.477442025069976,14.53434439292811,2.8589954646254228,3.07510627198602,-0.016913620266899822,-2.8651096981433204,2.565177163721943,38.24332878598647
78,7.800000000000001,True,5.49394939515954,-18.025866514277826,5.723866741924681,-1.5702365908014873,-2.6858611279359568e-05,-0.8015873813843887,9.974135320960073,True,-15.762709903527565,14.553338818104825,2.5724844948110905,3.0702706756226736,-0.01430213314152978,-2.710199044157909,2.2814410330283867,38.90051650852481
79,7.9,True,5.494269780566504,-18.59825309880467,5.643708003786242,-1.570251964312671,-3.175885259671248e-05,-0.9105559186603955,9.401748647435262,True,-16.01930434145304,14.571670735247983,2.3014645903952995,3.0665914740477427,-0.012124396910296343,-2.502342045243443,2.0264800149100357,39.5357777040048
80,8.0,True,5.494577002841121,-19.16262381556315,5.552652411920202,-1.57026988808173,-3.3237614127426e-05,-1.039713216867939,8.837377848329774,True,-16.248803796594245,14.588915812757943,2.051230385870955,3.063801087030848,-0.010629877032172656,-2.2502679181010086,1.798799141600638,40.14898548993964
81,8.1,True,5.494869315946658,-19.717888979812702,5.448681090233408,-1.570288343773555,-3.128080093073731e-05,-1.1924749959256504,8.282112609390598,True,-16.45330649422218,14.604856566256476,1.8262035940608543,3.0616206543542015,-0.009798191610397739,-1.9826541203437904,1.5963706129987199,40.740315207596176
82,8.200000000000001,True,5.495146099683009,-20.26275701853532,5.329433590640843,-1.5703053876844069,-2.602917725868856e-05,-1.3728314540166502,7.737244503993183,True,-16.63534318865696,14.61944551923008,1.6279381820264753,3.059831305080781,-0.009428123762203434,-1.7262856024572266,1.4167250705690975,41.31012720903939
83,8.3,True,5.495407742411139,-20.79570031337408,5.192150445239178,-1.5703192597615687,-1.7827394675988293e-05,-1.585448644940233,7.20430115025379,True,-16.797593178243293,14.632740936644803,1.4553096217807526,3.058296464815045,-0.00922010416965254,-1.497778704420299,1.2572435661492176,41.85871879852917
84,8.4,True,5.495655442782693,-21.314915298813155,5.033605580745155,-1.570328516013089,-7.270431914454937e-06,-1.835786467210599,6.685086112924786,True,-16.9426195667933,14.644849098215339,1.3055317513387228,3.0569546541838535,-0.008906721001461906,-1.3038146691338839,1.1154306538583405,42.386092541011145
85,8.5,True,5.495890920270308,-21.818275801808216,4.850026934024095,-1.570332175661755,4.770367180303888e-06,-2.1302362247268887,6.181725563873414,True,-17.07270540623909,14.655885669839714,1.1751502844253343,3.055791853477081,0.0,0.0,0.9890854037138912,42.891794031128846
86,8.6,True,5.496116034811944,-22.30327844296704,4.637003311551406,-1.570329862020824,1.553530553862264e-05,-2.469294901912471,5.69672288105623,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,43.305098004223794
87,8.700000000000001,True,5.49633233467431,-22.766978723674047,4.390073821360159,-1.5703226582945011,1.736042650730912e-05,-2.8073106619742645,5.233022561603289,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,43.70162747502768
88,8.8,True,5.496540278634893,-23.20598605656181,4.109342755162732,-1.5703150369391075,5.289895694066123e-06,-3.0749514915013156,4.794015191835725,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,44.07825066187049
89,8.9,True,5.49673805712546,-23.61692028448369,3.8018476060126005,-1.5703128631396528,-1.784546174189039e-05,-3.222553318014986,4.383080929305533,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,44.43182928783488
90,9.0,True,5.496921862632328,-23.99710500065331,3.479592274211102,-1.570319647712253,-4.376634254112532e-05,-3.235625978277867,4.002896182856158,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,44.75982308755258
91,9.1,True,5.497087727511371,-24.34506418854226,3.1560296763833153,-1.5703348766149907,-6.480724304246908e-05,-3.1292695014810312,3.6549369717147377,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,45.06073292742046
92,9.200000000000001,True,5.4972333625523975,-24.660667122578932,2.8431027262352124,-1.5703553299732194,-7.754091006078898e-05,-2.934300546745444,3.3393340235005,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,45.3342415785909
93,9.3,True,5.497358742474931,-24.94497736755638,2.549672671560668,-1.5703773756504982,-8.240747562515074e-05,-2.6846121948908515,3.055023774209304,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,45.58109420564266
94,9.4,True,5.497465561300165,-25.199944612336513,2.281211452071583,-1.5703983868593516,-8.121836502170971e-05,-2.413079823333512,2.800056534672621,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,45.80283642947877
95,9.5,True,5.497556339811589,-25.42806573948147,2.039903469738232,-1.5704169144857922,-7.591517993171968e-05,-2.143504209584741,2.5719354214101307,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,46.00152036476687
